site,timestamp_utc,water_temperature,water_temp_grade_code,water_temp_grade_desc,water_temperature_note,sp_conductance,sp_conductance_grade_code,sp_conductance_grade_desc,sp_conductance_note,ph,ph_grade_code,ph_grade_desc,ph_note,do_concentration,do_concentration_grade_code,do_concentration_grade_desc,do_concentration_note,do_saturation,do_saturation_grade_code,do_saturation_grade_desc,do_saturation_note,turbidity,turbidity_grade_code,turbidity_grade_desc,turbidity_note,water_temperature (deg C)_flag,sp_conductance (mS/cm)_flag,pH (pH units)_flag,do_concentration (mg/L)_flag,do_saturation (percent)_flag,turbidity (FNU)_flag
KLGO,2022-08-20 07:00:00.000,6.31,31,Good,,0.028,31,Good,,7.23,31,Good,,12.67,31,Good,,102.5,31,Good,,44.2,31,Good,,,,,,,
KLGO,2022-08-20 08:00:00.000,6.06,31,Good,,0.028,31,Good,,7.22,31,Good,,12.75,31,Good,,102.6,31,Good,,45,31,Good,,,,,,,
KLGO,2022-08-20 09:00:00.000,5.93,31,Good,,0.028,31,Good,,7.22,31,Good,,12.79,31,Good,,102.6,31,Good,,43.4,31,Good,,,,,,,
KLGO,2022-08-20 10:00:00.000,5.84,31,Good,,0.029,31,Good,,7.2,31,Good,,12.83,31,Good,,102.6,31,Good,,40.1,31,Good,,,,,,,
KLGO,2022-08-20 11:00:00.000,5.78,31,Good,,0.029,31,Good,,7.21,31,Good,,12.85,31,Good,,102.7,31,Good,,40.4,31,Good,,,,,,,
KLGO,2022-08-20 12:00:00.000,5.72,31,Good,,0.029,31,Good,,7.2,31,Good,,12.87,31,Good,,102.6,31,Good,,43.3,31,Good,,,,,,,
KLGO,2022-08-20 13:00:00.000,5.68,31,Good,,0.029,31,Good,,7.19,31,Good,,12.88,31,Good,,102.6,31,Good,,40.7,31,Good,,,,,,,
KLGO,2022-08-20 14:00:00.000,5.63,31,Good,,0.029,31,Good,,7.2,31,Good,,12.89,31,Good,,102.6,31,Good,,38,31,Good,,,,,,,
KLGO,2022-08-20 15:00:00.000,5.63,31,Good,,0.029,31,Good,,7.19,31,Good,,12.89,31,Good,,102.6,31,Good,,38.8,31,Good,,,,,,,
KLGO,2022-08-20 16:00:00.000,5.65,31,Good,,0.029,31,Good,,7.18,31,Good,,12.88,31,Good,,102.6,31,Good,,38.6,31,Good,,,,,,,
KLGO,2022-08-20 17:00:00.000,5.67,31,Good,,0.03,31,Good,,7.2,31,Good,,12.88,31,Good,,102.6,31,Good,,34.9,31,Good,,,,,,,
KLGO,2022-08-20 18:00:00.000,5.74,31,Good,,0.03,31,Good,,7.19,31,Good,,12.88,31,Good,,102.8,31,Good,,38.8,31,Good,,,,,,,
KLGO,2022-08-20 19:00:00.000,5.86,31,Good,,0.03,31,Good,,7.21,31,Good,,12.86,31,Good,,102.9,31,Good,,36.7,31,Good,,,,,,,
KLGO,2022-08-20 20:00:00.000,6.05,31,Good,,0.03,31,Good,,7.23,31,Good,,12.81,31,Good,,103,31,Good,,34.9,31,Good,,,,,,,
KLGO,2022-08-20 21:00:00.000,6.29,31,Good,,0.03,31,Good,,7.24,31,Good,,12.75,31,Good,,103.2,31,Good,,35.4,31,Good,,,,,,,
KLGO,2022-08-20 22:00:00.000,6.55,31,Good,,0.03,31,Good,,7.25,31,Good,,12.67,31,Good,,103.2,31,Good,,35.5,31,Good,,,,,,,
KLGO,2022-08-20 23:00:00.000,6.81,31,Good,,0.03,31,Good,,7.28,31,Good,,12.59,31,Good,,103.2,31,Good,,34.7,31,Good,,,,,,,
KLGO,2022-08-21 00:00:00.000,7.02,31,Good,,0.03,31,Good,,7.29,31,Good,,12.52,31,Good,,103.2,31,Good,,37.3,31,Good,,,,,,,
KLGO,2022-08-21 01:00:00.000,7.3,31,Good,,0.029,31,Good,,7.29,31,Good,,12.44,31,Good,,103.2,31,Good,,62.2,31,Good,,,,,,,
KLGO,2022-08-21 02:00:00.000,7.38,31,Good,,0.029,31,Good,,7.29,31,Good,,12.4,31,Good,,103.1,31,Good,,34.4,31,Good,,,,,,,
KLGO,2022-08-21 03:00:00.000,7.26,31,Good,,0.029,31,Good,,7.27,31,Good,,12.41,31,Good,,102.9,31,Good,,35.9,31,Good,,,,,,,
KLGO,2022-08-21 04:00:00.000,7.12,31,Good,,0.029,31,Good,,7.26,31,Good,,12.43,31,Good,,102.7,31,Good,,36.8,31,Good,,,,,,,
KLGO,2022-08-21 05:00:00.000,6.91,31,Good,,0.028,31,Good,,7.25,31,Good,,12.48,31,Good,,102.6,31,Good,,57.8,31,Good,,,,,,,
KLGO,2022-08-21 06:00:00.000,6.66,31,Good,,0.028,31,Good,,7.24,31,Good,,12.56,31,Good,,102.6,31,Good,,31.7,31,Good,,,,,,,
KLGO,2022-08-21 07:00:00.000,6.48,31,Good,,0.028,31,Good,,7.22,31,Good,,12.61,31,Good,,102.6,31,Good,,34.4,31,Good,,,,,,,
KLGO,2022-08-21 08:00:00.000,6.33,31,Good,,0.028,31,Good,,7.19,31,Good,,12.66,31,Good,,102.6,31,Good,,32,31,Good,,,,,,,
KLGO,2022-08-21 09:00:00.000,6.18,31,Good,,0.028,31,Good,,7.19,31,Good,,12.72,31,Good,,102.6,31,Good,,32.4,31,Good,,,,,,,
KLGO,2022-08-21 10:00:00.000,6.05,31,Good,,0.028,31,Good,,7.2,31,Good,,12.75,31,Good,,102.6,31,Good,,31.9,31,Good,,,,,,,
KLGO,2022-08-21 11:00:00.000,5.94,31,Good,,0.028,31,Good,,7.19,31,Good,,12.8,31,Good,,102.6,31,Good,,33.4,31,Good,,,,,,,
KLGO,2022-08-21 12:00:00.000,5.86,31,Good,,0.028,31,Good,,7.19,31,Good,,12.81,31,Good,,102.6,31,Good,,35.4,31,Good,,,,,,,
KLGO,2022-08-21 13:00:00.000,5.8,31,Good,,0.028,31,Good,,7.19,31,Good,,12.84,31,Good,,102.7,31,Good,,30.5,31,Good,,,,,,,
KLGO,2022-08-21 14:00:00.000,5.75,31,Good,,0.029,31,Good,,7.19,31,Good,,12.87,31,Good,,102.7,31,Good,,32,31,Good,,,,,,,
KLGO,2022-08-21 15:00:00.000,5.72,31,Good,,0.029,31,Good,,7.17,31,Good,,12.86,31,Good,,102.6,31,Good,,31.9,31,Good,,,,,,,
KLGO,2022-08-21 16:00:00.000,5.73,31,Good,,0.029,31,Good,,7.17,31,Good,,12.88,31,Good,,102.7,31,Good,,30.3,31,Good,,,,,,,
KLGO,2022-08-21 17:00:00.000,5.78,31,Good,,0.029,31,Good,,7.18,31,Good,,12.87,31,Good,,102.8,31,Good,,29.3,31,Good,,,,,,,
KLGO,2022-08-21 18:00:00.000,5.81,31,Good,,0.029,31,Good,,7.19,31,Good,,12.85,31,Good,,102.7,31,Good,,31.8,31,Good,,,,,,,
KLGO,2022-08-21 19:00:00.000,6.04,31,Good,,0.029,31,Good,,7.2,31,Good,,12.81,31,Good,,103.1,31,Good,,28.7,31,Good,,,,,,,
KLGO,2022-08-21 20:00:00.000,6.26,31,Good,,0.029,31,Good,,7.23,31,Good,,12.76,31,Good,,103.2,31,Good,,29.9,31,Good,,,,,,,
KLGO,2022-08-21 21:00:00.000,6.56,31,Good,,0.029,31,Good,,7.24,31,Good,,12.67,31,Good,,103.2,31,Good,,20.9,31,Good,,,,,,,
KLGO,2022-08-21 22:00:00.000,6.89,31,Good,,0.029,31,Good,,7.25,31,Good,,12.58,31,Good,,103.3,31,Good,,26.9,31,Good,,,,,,,
KLGO,2022-08-21 23:00:00.000,7.41,31,Good,,0.029,31,Good,,7.26,31,Good,,12.47,31,Good,,103.8,31,Good,,25.2,31,Good,,,,,,,
KLGO,2022-08-22 00:00:00.000,7.76,31,Good,,0.029,31,Good,,7.26,31,Good,,12.37,31,Good,,103.8,31,Good,,28.8,31,Good,,,,,,,
KLGO,2022-08-22 01:00:00.000,7.84,31,Good,,0.028,31,Good,,7.25,31,Good,,12.34,31,Good,,103.8,31,Good,,31.4,31,Good,,,,,,,
KLGO,2022-08-22 02:00:00.000,7.95,31,Good,,0.027,31,Good,,7.25,31,Good,,12.27,31,Good,,103.5,31,Good,,31,31,Good,,,,,,,
KLGO,2022-08-22 03:00:00.000,7.83,31,Good,,0.027,31,Good,,7.24,31,Good,,12.25,31,Good,,103,31,Good,,40.5,31,Good,,,,,,,
KLGO,2022-08-22 04:00:00.000,7.52,31,Good,,0.027,31,Good,,7.23,31,Good,,12.29,31,Good,,102.6,31,Good,,40.5,31,Good,,,,,,,
KLGO,2022-08-22 05:00:00.000,7.16,31,Good,,0.027,31,Good,,7.2,31,Good,,12.38,31,Good,,102.4,31,Good,,38.9,31,Good,,,,,,,
KLGO,2022-08-22 06:00:00.000,6.85,31,Good,,0.026,31,Good,,7.2,31,Good,,12.49,31,Good,,102.5,31,Good,,45.2,31,Good,,,,,,,
KLGO,2022-08-22 07:00:00.000,6.62,31,Good,,0.027,31,Good,,7.2,31,Good,,12.58,31,Good,,102.6,31,Good,,44.9,31,Good,,,,,,,
KLGO,2022-08-22 08:00:00.000,6.39,31,Good,,0.027,31,Good,,7.19,31,Good,,12.66,31,Good,,102.7,31,Good,,41.3,31,Good,,,,,,,
KLGO,2022-08-22 09:00:00.000,6.18,31,Good,,0.027,31,Good,,7.17,31,Good,,12.73,31,Good,,102.7,31,Good,,73.2,31,Good,,,,,,,
KLGO,2022-08-22 10:00:00.000,6,31,Good,,0.027,31,Good,,7.16,31,Good,,12.79,31,Good,,102.7,31,Good,,39.7,31,Good,,,,,,,
KLGO,2022-08-22 11:00:00.000,5.87,31,Good,,0.027,31,Good,,7.16,31,Good,,12.82,31,Good,,102.7,31,Good,,38.5,31,Good,,,,,,,
KLGO,2022-08-22 12:00:00.000,5.76,31,Good,,0.027,31,Good,,7.17,31,Good,,12.85,31,Good,,102.6,31,Good,,37.8,31,Good,,,,,,,
KLGO,2022-08-22 13:00:00.000,5.68,31,Good,,0.027,31,Good,,7.15,31,Good,,12.89,31,Good,,102.7,31,Good,,36.5,31,Good,,,,,,,
KLGO,2022-08-22 14:00:00.000,5.61,31,Good,,0.027,31,Good,,7.17,31,Good,,12.91,31,Good,,102.6,31,Good,,28,31,Good,,,,,,,
KLGO,2022-08-22 15:00:00.000,5.55,31,Good,,0.027,31,Good,,7.15,31,Good,,12.93,31,Good,,102.7,31,Good,,30.6,31,Good,,,,,,,
KLGO,2022-08-22 16:00:00.000,5.53,31,Good,,0.028,31,Good,,7.15,31,Good,,12.94,31,Good,,102.7,31,Good,,35.7,31,Good,,,,,,,
KLGO,2022-08-22 17:00:00.000,5.58,31,Good,,0.028,31,Good,,7.16,31,Good,,12.94,31,Good,,102.8,31,Good,,30.9,31,Good,,,,,,,
KLGO,2022-08-22 18:00:00.000,5.66,31,Good,,0.028,31,Good,,7.17,31,Good,,12.93,31,Good,,103,31,Good,,33.2,31,Good,,,,,,,
KLGO,2022-08-22 19:00:00.000,5.83,31,Good,,0.028,31,Good,,7.18,31,Good,,12.9,31,Good,,103.2,31,Good,,32.6,31,Good,,,,,,,
KLGO,2022-08-22 20:00:00.000,6.17,31,Good,,0.028,31,Good,,7.2,31,Good,,12.83,31,Good,,103.5,31,Good,,34,31,Good,,,,,,,
KLGO,2022-08-22 21:00:00.000,6.45,31,Good,,0.028,31,Good,,7.22,31,Good,,12.73,31,Good,,103.4,31,Good,,35.6,31,Good,,,,,,,
KLGO,2022-08-22 22:00:00.000,6.83,31,Good,,0.028,31,Good,,7.25,31,Good,,12.61,31,Good,,103.5,31,Good,,30.6,31,Good,,,,,,,
KLGO,2022-08-22 23:00:00.000,7.07,31,Good,,0.028,31,Good,,7.24,31,Good,,12.52,31,Good,,103.3,31,Good,,24.7,31,Good,,,,,,,
KLGO,2022-08-23 00:00:00.000,7.34,31,Good,,0.027,31,Good,,7.25,31,Good,,12.46,31,Good,,103.5,31,Good,,29.6,31,Good,,,,,,,
KLGO,2022-08-23 01:00:00.000,7.29,31,Good,,0.027,31,Good,,7.25,31,Good,,12.46,31,Good,,103.4,31,Good,,30.5,31,Good,,,,,,,
KLGO,2022-08-23 02:00:00.000,7.24,31,Good,,0.027,31,Good,,7.24,31,Good,,12.46,31,Good,,103.3,31,Good,,42.9,31,Good,,,,,,,
KLGO,2022-08-23 03:00:00.000,7.22,31,Good,,0.026,31,Good,,7.23,31,Good,,12.47,31,Good,,103.3,31,Good,,30.7,31,Good,,,,,,,
KLGO,2022-08-23 04:00:00.000,7.11,31,Good,,0.026,31,Good,,7.22,31,Good,,12.47,31,Good,,103,31,Good,,32.6,31,Good,,,,,,,
KLGO,2022-08-23 05:00:00.000,6.85,31,Good,,0.026,31,Good,,7.2,31,Good,,12.56,31,Good,,103.1,31,Good,,33.2,31,Good,,,,,,,
KLGO,2022-08-23 06:00:00.000,6.63,31,Good,,0.026,31,Good,,7.18,31,Good,,12.63,31,Good,,103.1,31,Good,,29.6,31,Good,,,,,,,
KLGO,2022-08-23 07:00:00.000,6.49,31,Good,,0.026,31,Good,,7.17,31,Good,,12.69,31,Good,,103.2,31,Good,,34.2,31,Good,,,,,,,
KLGO,2022-08-23 08:00:00.000,6.37,31,Good,,0.026,31,Good,,7.15,31,Good,,12.73,31,Good,,103.2,31,Good,,27.5,31,Good,,,,,,,
KLGO,2022-08-23 09:00:00.000,6.28,31,Good,,0.026,31,Good,,7.13,31,Good,,12.76,31,Good,,103.3,31,Good,,31.9,31,Good,,,,,,,
KLGO,2022-08-23 10:00:00.000,6.22,31,Good,,0.026,31,Good,,7.14,31,Good,,12.78,31,Good,,103.3,31,Good,,30.9,31,Good,,,,,,,
KLGO,2022-08-23 11:00:00.000,6.2,31,Good,,0.026,31,Good,,7.13,31,Good,,12.8,31,Good,,103.3,31,Good,,31.6,31,Good,,,,,,,
KLGO,2022-08-23 12:00:00.000,6.16,31,Good,,0.026,31,Good,,7.13,31,Good,,12.81,31,Good,,103.3,31,Good,,31.4,31,Good,,,,,,,
KLGO,2022-08-23 13:00:00.000,6.13,31,Good,,0.026,31,Good,,7.12,31,Good,,12.81,31,Good,,103.3,31,Good,,31.4,31,Good,,,,,,,
KLGO,2022-08-23 14:00:00.000,6.09,31,Good,,0.026,31,Good,,7.13,31,Good,,12.83,31,Good,,103.3,31,Good,,47.5,31,Good,,,,,,,
KLGO,2022-08-23 15:00:00.000,6.05,31,Good,,0.026,31,Good,,7.1,31,Good,,12.85,31,Good,,103.3,31,Good,,25.8,31,Good,,,,,,,
KLGO,2022-08-23 16:00:00.000,6.02,31,Good,,0.025,31,Good,,7.1,31,Good,,12.86,31,Good,,103.4,31,Good,,26.7,31,Good,,,,,,,
KLGO,2022-08-23 17:00:00.000,6.01,31,Good,,0.025,31,Good,,7.11,31,Good,,12.87,31,Good,,103.4,31,Good,,29.3,31,Good,,,,,,,
KLGO,2022-08-23 18:00:00.000,5.99,31,Good,,0.025,31,Good,,7.11,31,Good,,12.88,31,Good,,103.4,31,Good,,25.5,31,Good,,,,,,,
KLGO,2022-08-23 19:00:00.000,5.98,31,Good,,0.025,31,Good,,7.12,31,Good,,12.88,31,Good,,103.5,31,Good,,32.6,31,Good,,,,,,,
KLGO,2022-08-23 20:00:00.000,6.05,31,Good,,0.025,31,Good,,7.16,31,Good,,12.88,31,Good,,103.6,31,Good,,23.9,31,Good,,,,,,,
KLGO,2022-08-23 21:00:00.000,6.33,31,Good,,0.025,31,Good,,7.18,31,Good,,12.86,31,Good,,104.1,31,Good,,48.3,31,Good,,,,,,,
KLGO,2022-08-23 22:00:00.000,6.64,31,Good,,0.025,31,Good,,7.2,31,Good,,12.79,31,Good,,104.4,31,Good,,26.3,31,Good,,,,,,,
KLGO,2022-08-23 23:00:00.000,6.9,31,Good,,0.025,31,Good,,7.2,31,Good,,12.7,31,Good,,104.3,31,Good,,27.3,31,Good,,,,,,,
KLGO,2022-08-24 00:00:00.000,7.14,31,Good,,0.025,31,Good,,7.22,31,Good,,12.6,31,Good,,104.1,31,Good,,25,31,Good,,,,,,,
KLGO,2022-08-24 01:00:00.000,7.22,31,Good,,0.025,31,Good,,7.22,31,Good,,12.54,31,Good,,103.9,31,Good,,23.8,31,Good,,,,,,,
KLGO,2022-08-24 02:00:00.000,7.14,31,Good,,0.025,31,Good,,7.21,31,Good,,12.53,31,Good,,103.6,31,Good,,26.2,31,Good,,,,,,,
KLGO,2022-08-24 03:00:00.000,6.97,31,Good,,0.025,31,Good,,7.21,31,Good,,12.55,31,Good,,103.3,31,Good,,30.4,31,Good,,,,,,,
KLGO,2022-08-24 04:00:00.000,6.75,31,Good,,0.025,31,Good,,7.19,31,Good,,12.61,31,Good,,103.3,31,Good,,30.4,31,Good,,,,,,,
KLGO,2022-08-24 05:00:00.000,6.57,31,Good,,0.025,31,Good,,7.17,31,Good,,12.67,31,Good,,103.3,31,Good,,30.2,31,Good,,,,,,,
KLGO,2022-08-24 06:00:00.000,6.44,31,Good,,0.025,31,Good,,7.17,31,Good,,12.71,31,Good,,103.2,31,Good,,29.5,31,Good,,,,,,,
KLGO,2022-08-24 07:00:00.000,6.33,31,Good,,0.025,31,Good,,7.16,31,Good,,12.75,31,Good,,103.2,31,Good,,30.3,31,Good,,,,,,,
KLGO,2022-08-24 08:00:00.000,6.25,31,Good,,0.025,31,Good,,7.17,31,Good,,12.78,31,Good,,103.3,31,Good,,26,31,Good,,,,,,,
KLGO,2022-08-24 09:00:00.000,6.18,31,Good,,0.025,31,Good,,7.16,31,Good,,12.8,31,Good,,103.3,31,Good,,29.6,31,Good,,,,,,,
KLGO,2022-08-24 10:00:00.000,6.11,31,Good,,0.024,31,Good,,7.15,31,Good,,12.82,31,Good,,103.2,31,Good,,31.4,31,Good,,,,,,,
KLGO,2022-08-24 11:00:00.000,6.03,31,Good,,0.024,31,Good,,7.14,31,Good,,12.85,31,Good,,103.3,31,Good,,31.1,31,Good,,,,,,,
KLGO,2022-08-24 12:00:00.000,5.99,31,Good,,0.024,31,Good,,7.13,31,Good,,12.86,31,Good,,103.2,31,Good,,34.7,31,Good,,,,,,,
KLGO,2022-08-24 13:00:00.000,5.99,31,Good,,0.024,31,Good,,7.12,31,Good,,12.86,31,Good,,103.3,31,Good,,36.8,31,Good,,,,,,,
KLGO,2022-08-24 14:00:00.000,6.02,31,Good,,0.024,31,Good,,7.11,31,Good,,12.85,31,Good,,103.3,31,Good,,37.7,31,Good,,,,,,,
KLGO,2022-08-24 15:00:00.000,6.04,31,Good,,0.023,31,Good,,7.11,31,Good,,12.87,31,Good,,103.4,31,Good,,44.7,31,Good,,,,,,,
KLGO,2022-08-24 16:00:00.000,6,31,Good,,0.023,31,Good,,7.09,31,Good,,12.89,31,Good,,103.6,31,Good,,51.2,31,Good,,,,,,,
KLGO,2022-08-24 17:00:00.000,6,31,Good,,0.023,31,Good,,7.09,31,Good,,12.9,31,Good,,103.6,31,Good,,59.5,31,Good,,,,,,,
KLGO,2022-08-24 18:00:00.000,5.98,31,Good,,0.023,31,Good,,7.09,31,Good,,12.91,31,Good,,103.7,31,Good,,51.7,31,Good,,,,,,,
KLGO,2022-08-24 19:00:00.000,5.98,31,Good,,0.023,31,Good,,7.1,31,Good,,12.92,31,Good,,103.7,31,Good,,55.1,31,Good,,,,,,,
KLGO,2022-08-24 20:00:00.000,5.98,31,Good,,0.023,31,Good,,7.1,31,Good,,12.92,31,Good,,103.8,31,Good,,67.2,31,Good,,,,,,,
KLGO,2022-08-24 21:00:00.000,6.01,31,Good,,0.023,31,Good,,7.12,31,Good,,12.92,31,Good,,103.8,31,Good,,56.9,31,Good,,,,,,,
KLGO,2022-08-24 22:00:00.000,6.18,31,Good,,0.023,31,Good,,7.14,31,Good,,12.9,31,Good,,104.1,31,Good,,64.3,31,Good,,,,,,,
KLGO,2022-08-24 23:00:00.000,6.26,31,Good,,0.024,31,Good,,7.18,31,Good,,12.88,31,Good,,104.1,31,Good,,96,31,Good,,,,,,,
KLGO,2022-08-25 00:00:00.000,6.4,31,Good,,0.024,31,Good,,7.2,31,Good,,12.83,31,Good,,104.1,31,Good,,82.9,31,Good,,,,,,,
KLGO,2022-08-25 01:00:00.000,6.35,31,Good,,0.024,31,Good,,7.2,31,Good,,12.81,31,Good,,103.8,31,Good,,70.9,31,Good,,,,,,,
KLGO,2022-08-25 02:00:00.000,6.33,31,Good,,0.024,31,Good,,7.2,31,Good,,12.78,31,Good,,103.6,31,Good,,68.9,31,Good,,,,,,,
KLGO,2022-08-25 03:00:00.000,6.22,31,Good,,0.024,31,Good,,7.18,31,Good,,12.79,31,Good,,103.3,31,Good,,72.7,31,Good,,,,,,,
KLGO,2022-08-25 04:00:00.000,6.12,31,Good,,0.024,31,Good,,7.16,31,Good,,12.81,31,Good,,103.2,31,Good,,64.5,31,Good,,,,,,,
KLGO,2022-08-25 05:00:00.000,6.03,31,Good,,0.024,31,Good,,7.15,31,Good,,12.84,31,Good,,103.2,31,Good,,61.3,31,Good,,,,,,,
KLGO,2022-08-25 06:00:00.000,5.97,31,Good,,0.024,31,Good,,7.13,31,Good,,12.85,31,Good,,103.1,31,Good,,59.3,31,Good,,,,,,,
KLGO,2022-08-25 07:00:00.000,5.9,31,Good,,0.023,31,Good,,7.11,31,Good,,12.86,31,Good,,103.1,31,Good,,57.7,31,Good,,,,,,,
KLGO,2022-08-25 08:00:00.000,5.84,31,Good,,0.023,31,Good,,7.11,31,Good,,12.86,31,Good,,102.9,31,Good,,54.2,31,Good,,,,,,,
KLGO,2022-08-25 09:00:00.000,5.79,31,Good,,0.023,31,Good,,7.09,31,Good,,12.87,31,Good,,102.8,31,Good,,55.5,31,Good,,,,,,,
KLGO,2022-08-25 10:00:00.000,5.79,31,Good,,0.023,31,Good,,7.1,31,Good,,12.87,31,Good,,102.8,31,Good,,52.7,31,Good,,,,,,,
KLGO,2022-08-25 11:00:00.000,5.8,31,Good,,0.023,31,Good,,7.09,31,Good,,12.88,31,Good,,102.9,31,Good,,50.8,31,Good,,,,,,,
KLGO,2022-08-25 12:00:00.000,5.86,31,Good,,0.023,31,Good,,7.09,31,Good,,12.88,31,Good,,103.1,31,Good,,46,31,Good,,,,,,,
KLGO,2022-08-25 13:00:00.000,6.01,31,Good,,0.023,31,Good,,7.09,31,Good,,12.84,31,Good,,103.2,31,Good,,59.1,31,Good,,,,,,,
KLGO,2022-08-25 14:00:00.000,6,31,Good,,0.023,31,Good,,7.11,31,Good,,12.86,31,Good,,103.3,31,Good,,80.2,31,Good,,,,,,,
KLGO,2022-08-25 15:00:00.000,5.98,31,Good,,0.022,31,Good,,7.09,31,Good,,12.86,31,Good,,103.3,31,Good,,70.1,31,Good,,,,,,,
KLGO,2022-08-25 16:00:00.000,5.94,31,Good,,0.022,31,Good,,7.1,31,Good,,12.88,31,Good,,103.3,31,Good,,72.3,31,Good,,,,,,,
KLGO,2022-08-25 17:00:00.000,5.87,31,Good,,0.022,31,Good,,7.09,31,Good,,12.92,31,Good,,103.4,31,Good,,64.8,31,Good,,,,,,,
KLGO,2022-08-25 18:00:00.000,5.88,31,Good,,0.022,31,Good,,7.08,31,Good,,12.91,31,Good,,103.4,31,Good,,64.7,31,Good,,,,,,,
KLGO,2022-08-25 19:00:00.000,5.95,31,Good,,0.022,31,Good,,7.09,31,Good,,12.89,31,Good,,103.4,31,Good,,65,31,Good,,,,,,,
KLGO,2022-08-25 20:00:00.000,5.99,31,Good,,0.022,31,Good,,7.12,31,Good,,12.88,31,Good,,103.4,31,Good,,65.5,31,Good,,,,,,,
KLGO,2022-08-25 21:00:00.000,6.08,31,Good,,0.022,31,Good,,7.13,31,Good,,12.86,31,Good,,103.5,31,Good,,62.1,31,Good,,,,,,,
KLGO,2022-08-25 22:00:00.000,6.32,31,Good,,0.022,31,Good,,7.14,31,Good,,12.79,31,Good,,103.6,31,Good,,63.5,31,Good,,,,,,,
KLGO,2022-08-25 23:00:00.000,6.59,31,Good,,0.022,31,Good,,7.16,31,Good,,12.69,31,Good,,103.5,31,Good,,69.2,31,Good,,,,,,,
KLGO,2022-08-26 00:00:00.000,6.65,31,Good,,0.023,31,Good,,7.16,31,Good,,12.66,31,Good,,103.4,31,Good,,54.3,31,Good,,,,,,,
KLGO,2022-08-26 01:00:00.000,6.63,31,Good,,0.023,31,Good,,7.17,31,Good,,12.67,31,Good,,103.4,31,Good,,58.3,31,Good,,,,,,,
KLGO,2022-08-26 02:00:00.000,6.47,31,Good,,0.023,31,Good,,7.17,31,Good,,12.72,31,Good,,103.4,31,Good,,57.8,31,Good,,,,,,,
KLGO,2022-08-26 03:00:00.000,6.32,31,Good,,0.023,31,Good,,7.15,31,Good,,12.77,31,Good,,103.4,31,Good,,59.5,31,Good,,,,,,,
KLGO,2022-08-26 04:00:00.000,6.16,31,Good,,0.023,31,Good,,7.15,31,Good,,12.8,31,Good,,103.2,31,Good,,60.7,31,Good,,,,,,,
KLGO,2022-08-26 05:00:00.000,6.02,31,Good,,0.023,31,Good,,7.13,31,Good,,12.82,31,Good,,103.1,31,Good,,60.5,31,Good,,,,,,,
KLGO,2022-08-26 06:00:00.000,5.88,31,Good,,0.023,31,Good,,7.14,31,Good,,12.86,31,Good,,103,31,Good,,59,31,Good,,,,,,,
KLGO,2022-08-26 07:00:00.000,5.75,31,Good,,0.023,31,Good,,7.13,31,Good,,12.9,31,Good,,103,31,Good,,58.1,31,Good,,,,,,,
KLGO,2022-08-26 08:00:00.000,5.64,31,Good,,0.023,31,Good,,7.11,31,Good,,12.93,31,Good,,102.9,31,Good,,54.8,31,Good,,,,,,,
KLGO,2022-08-26 09:00:00.000,5.54,31,Good,,0.024,31,Good,,7.12,31,Good,,12.96,31,Good,,102.9,31,Good,,56.9,31,Good,,,,,,,
KLGO,2022-08-26 10:00:00.000,5.48,31,Good,,0.024,31,Good,,7.12,31,Good,,12.98,31,Good,,102.9,31,Good,,63.9,31,Good,,,,,,,
KLGO,2022-08-26 11:00:00.000,5.43,31,Good,,0.024,31,Good,,7.12,31,Good,,13,31,Good,,102.9,31,Good,,50.3,31,Good,,,,,,,
KLGO,2022-08-26 12:00:00.000,5.34,31,Good,,0.024,31,Good,,7.12,31,Good,,13.02,31,Good,,102.9,31,Good,,49.2,31,Good,,,,,,,
KLGO,2022-08-26 13:00:00.000,5.26,31,Good,,0.024,31,Good,,7.1,31,Good,,13.05,31,Good,,102.8,31,Good,,52.2,31,Good,,,,,,,
KLGO,2022-08-26 14:00:00.000,5.23,31,Good,,0.025,31,Good,,7.13,31,Good,,13.05,31,Good,,102.8,31,Good,,49,31,Good,,,,,,,
KLGO,2022-08-26 15:00:00.000,5.2,31,Good,,0.025,31,Good,,7.12,31,Good,,13.05,31,Good,,102.7,31,Good,,47.7,31,Good,,,,,,,
KLGO,2022-08-26 16:00:00.000,5.21,31,Good,,0.025,31,Good,,7.11,31,Good,,13.05,31,Good,,102.7,31,Good,,46,31,Good,,,,,,,
KLGO,2022-08-26 17:00:00.000,5.26,31,Good,,0.025,31,Good,,7.12,31,Good,,13.03,31,Good,,102.7,31,Good,,44,31,Good,,,,,,,
KLGO,2022-08-26 18:00:00.000,5.31,31,Good,,0.025,31,Good,,7.14,31,Good,,13.02,31,Good,,102.8,31,Good,,46.5,31,Good,,,,,,,
KLGO,2022-08-26 19:00:00.000,5.39,31,Good,,0.025,31,Good,,7.16,31,Good,,13.01,31,Good,,102.9,31,Good,,48.5,31,Good,,,,,,,
KLGO,2022-08-26 20:00:00.000,5.64,31,Good,,0.025,31,Good,,7.18,31,Good,,12.96,31,Good,,103.1,31,Good,,34.8,31,Good,,,,,,,
KLGO,2022-08-26 21:00:00.000,5.83,31,Good,,0.026,31,Good,,7.19,31,Good,,12.9,31,Good,,103.2,31,Good,,40.3,31,Good,,,,,,,
